Actives file,Results file,Total ligands(actives+decoys),Total actives,Number of ranked actives,BEDROC(alpha=160.9),BEDROC(alpha=160.9) alpha*Ra,BEDROC(alpha=20.0),BEDROC(alpha=20.0) alpha*Ra,BEDROC(alpha=8.0),BEDROC(alpha=8.0) alpha*Ra,ROC,RIE,Area under accumulation curve,Ave. Num. of outranking decoys,# Actives 1%,# Actives 2%,# Actives 5%,# Actives 10%,# Actives 20%,% Actives 1%,% Actives 2%,% Actives 5%,% Actives 10%,% Actives 20%,# Actives 1%*,# Actives 2%*,# Actives 5%*,# Actives 10%*,# Actives 20%*,% Actives 1%*,% Actives 2%*,% Actives 5%*,% Actives 10%*,% Actives 20%*,EF 1%,EF 2%,EF 5%,EF 10%,EF 20%,EF* 1%,EF* 2%,EF* 5%,EF* 10%,EF* 20%,EF' 1%,EF' 2%,EF' 5%,EF' 10%,EF' 20%,DEF 1%,DEF 2%,DEF 5%,DEF 10%,DEF 20%,DEF* 1%,DEF* 2%,DEF* 5%,DEF* 10%,DEF* 20%,DEF' 1%,DEF' 2%,DEF' 5%,DEF' 10%,DEF' 20%,Eff 1%,Eff 2%,Eff 5%,Eff 10%,Eff 20%,EF 40% actives,EF 50% actives,EF 60% actives,EF 70% actives,EF 80% actives,EF 90% actives,EF 100% actives,EF* 40% actives,EF* 50% actives,EF* 60% actives,EF* 70% actives,EF* 80% actives,EF* 90% actives,EF* 100% actives,EF' 40% actives,EF' 50% actives,EF' 60% actives,EF' 70% actives,EF' 80% actives,EF' 90% actives,EF' 100% actives,FOD 40% actives,FOD 50% actives,FOD 60% actives,FOD 70% actives,FOD 80% actives,FOD 90% actives,FOD 100% actives
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_2BDW.mae,1030,30,30,0.0040694720916,4.68640776699,0.107627987446,0.582524271845,0.236854897159,0.233009708738,0.682166666667,1.6314917532,0.676860841424,317.333333333,0,0,3,6,9,0.0,0.0,10.0,20.0,30.0,0,0,3,6,10,0.0,0.0,10.0,20.0,33.3333333333,0,0,2,2,1.5,0,0,2,2,1.7,n/a,n/a,1.9,1.8,1.8,n/a,n/a,2,2,1.5,n/a,n/a,2,2,1.7,n/a,n/a,1.9,1.8,1.8,-1,-1,0.333,0.333,0.25,1.8,2.1,1.8,1.6,1.6,1.4,1.4,1.9,2.2,1.9,1.6,1.6,1.4,1.4,1.8,1.8,1.8,1.8,1.7,1.7,1.6,0.1,0.1,0.2,0.2,0.2,0.3,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_2HAK.mae,1030,30,30,0.336864521713,4.68640776699,0.304245117689,0.582524271845,0.369440504808,0.233009708738,0.6741,4.61193599583,0.669029126214,325.4,3,5,8,11,13,10.0,16.6666666667,26.6666666667,36.6666666667,43.3333333333,3,7,9,11,13,10.0,23.3333333333,30.0,36.6666666667,43.3333333333,10,9.8,5.3,3.7,2.2,10,12,6,3.7,2.2,19,14,9.1,6.2,3.9,9.9,9.7,5.2,3.7,2.2,9.6,11,5.9,3.7,2.2,18,14,8.9,6.2,3.8,0.818,0.842,0.714,0.571,0.368,3.3,1.5,1.4,1.4,1.3,1.3,1.1,3.5,1.5,1.5,1.4,1.4,1.3,1.1,5.7,2.6,2.2,2,1.9,1.8,1.6,0.03,0.08,0.1,0.2,0.2,0.3,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_2QNJ.mae,1030,30,30,0.37383683399,4.68640776699,0.288421457524,0.582524271845,0.383394764031,0.233009708738,0.6821,4.37207115406,0.676796116505,317.4,3,4,7,13,14,10.0,13.3333333333,23.3333333333,43.3333333333,46.6666666667,3,4,9,13,14,10.0,13.3333333333,30.0,43.3333333333,46.6666666667,10,6.5,4.6,4.3,2.3,10,6.7,6,4.3,2.3,19,11,7.2,5.8,3.9,10,6.5,4.6,4.3,2.3,9.8,6.6,5.9,4.3,2.3,19,11,7.1,5.7,3.9,0.818,0.739,0.714,0.625,0.4,4.2,2.2,2.1,1.5,1.2,1.2,1.1,4.7,2.3,2.2,1.5,1.2,1.2,1.1,6,3.7,3.2,2.3,1.9,1.8,1.6,0.04,0.06,0.09,0.1,0.2,0.3,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_3FE3.mae,1030,30,30,0.292933751646,4.68640776699,0.301581565487,0.582524271845,0.400091021915,0.233009708738,0.6949,4.57156022179,0.689223300971,304.6,3,4,9,11,16,10.0,13.3333333333,30.0,36.6666666667,53.3333333333,4,5,9,12,16,13.3333333333,16.6666666667,30.0,40.0,53.3333333333,10,8.2,5.9,3.7,2.7,13,8.3,6,4,2.7,14,12,8.2,5.9,4.3,9.9,8.1,5.9,3.6,2.7,13,8.2,5.9,3.9,2.7,14,11,8.1,5.8,4.3,0.86,0.786,0.714,0.6,0.455,3.8,3.3,1.7,1.4,1.4,1.3,1,4.2,3.5,1.7,1.5,1.4,1.3,1,6,5.1,2.9,2.4,2.1,1.9,1.6,0.03,0.05,0.09,0.1,0.2,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_3I79.mae,1030,30,30,0.126337324744,4.68640776699,0.197889732183,0.582524271845,0.294635600473,0.233009708738,0.6124,2.99973518703,0.609126213592,387.1,2,3,5,9,12,6.66666666667,10.0,16.6666666667,30.0,40.0,2,3,5,10,12,6.66666666667,10.0,16.6666666667,33.3333333333,40.0,6.9,4.9,3.3,3,2,6.7,5,3.3,3.3,2,7.7,6.8,4.5,3.6,2.9,5.7,4.7,3.1,3,2,5.6,4.7,3.2,3.3,2,6.4,6.5,4.2,3.6,2.9,0.739,0.667,0.538,0.538,0.333,2.1,1.7,1.3,1.3,1.1,1.1,1,2.1,1.8,1.3,1.3,1.1,1.1,1,3,2.4,1.9,1.8,1.6,1.5,1.4,0.07,0.1,0.2,0.2,0.3,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_3KK8.mae,1030,30,30,0.506195746795,4.68640776699,0.450063765477,0.582524271845,0.532045021,0.233009708738,0.7933,6.82234537741,0.784757281553,206.2,5,8,12,16,18,16.6666666667,26.6666666667,40.0,53.3333333333,60.0,6,11,12,17,18,20.0,36.6666666667,40.0,56.6666666667,60.0,17,13,7.9,5.3,3,20,18,8,5.7,3,37,27,16,9.5,5.6,17,13,7.9,5.3,3,20,18,7.9,5.7,3,36,27,16,9.4,5.6,0.905,0.897,0.778,0.7,0.5,10,5.8,3.2,2.8,1.9,1.4,1.3,14,6.8,3.4,3,1.9,1.4,1.3,23,11,6.3,4.9,3.3,2.4,2.1,0.009,0.02,0.04,0.06,0.1,0.1,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_3KK9.mae,1030,30,30,0.63723621527,4.68640776699,0.556055336751,0.582524271845,0.638261324708,0.233009708738,0.852766666667,8.42903126476,0.842491909385,146.733333333,6,10,15,19,22,20.0,33.3333333333,50.0,63.3333333333,73.3333333333,10,13,18,19,22,33.3333333333,43.3333333333,60.0,63.3333333333,73.3333333333,21,16,9.9,6.3,3.7,33,22,12,6.3,3.7,44,34,20,12,6.9,20,16,9.9,6.3,3.7,33,22,12,6.3,3.7,43,34,20,12,6.9,0.942,0.912,0.846,0.727,0.571,17,13,10,4.3,3.5,1.6,1.3,33,19,14,4.8,3.8,1.6,1.3,40,29,21,8.8,6.6,3,2.3,0.005,0.008,0.01,0.03,0.05,0.09,0.1
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_537.mae,1030,30,30,0.33754467046,4.68640776699,0.242189284268,0.582524271845,0.317212627799,0.233009708738,0.619166666667,3.67125523617,0.61569579288,380.333333333,3,4,6,8,13,10.0,13.3333333333,20.0,26.6666666667,43.3333333333,3,5,6,8,13,10.0,16.6666666667,20.0,26.6666666667,43.3333333333,10,6.5,4,2.7,2.2,10,8.3,4,2.7,2.2,18,12,7.2,4.5,3.1,10,6.4,3.9,2.6,2.2,9.8,8.1,3.9,2.6,2.2,18,12,7.1,4.4,3.1,0.818,0.786,0.6,0.455,0.368,2.3,1.5,1.5,1.1,1.2,1,1,2.4,1.5,1.5,1.1,1.2,1,1,3.3,2.4,2.2,1.7,1.7,1.5,1.4,0.06,0.1,0.1,0.2,0.3,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_Apo.mae,1030,30,30,0.679172692518,4.68640776699,0.555933576891,0.582524271845,0.673083906335,0.233009708738,0.910233333333,8.42718555338,0.898284789644,89.2666666667,7,9,14,21,25,23.3333333333,30.0,46.6666666667,70.0,83.3333333333,8,11,17,22,25,26.6666666667,36.6666666667,56.6666666667,73.3333333333,83.3333333333,24,16,9.9,7,4.2,27,18,11,7.3,4.2,56,34,18,12,7.6,24,16,9.9,7,4.2,26,18,11,7.3,4.2,55,34,18,12,7.6,0.928,0.897,0.838,0.76,0.613,11,9.9,7.8,7,6.1,2.8,2.3,16,14,9.8,8.5,7.1,2.9,2.4,28,22,16,13,11,5.3,4.2,0.006,0.01,0.02,0.03,0.04,0.06,0.09
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_ATP.mae,1030,30,30,0.37520041567,4.68640776699,0.284329668926,0.582524271845,0.35752900952,0.233009708738,0.637066666667,4.31004528808,0.633074433657,362.433333333,3,5,7,10,13,10.0,16.6666666667,23.3333333333,33.3333333333,43.3333333333,5,6,7,10,13,16.6666666667,20.0,23.3333333333,33.3333333333,43.3333333333,10,8.2,4.6,3.3,2.2,17,10,4.7,3.3,2.2,21,16,8.5,5.4,3.7,10,8,4.6,3.3,2.2,16,10,4.7,3.3,2.2,21,16,8.5,5.4,3.7,0.887,0.818,0.647,0.538,0.368,3.2,1.6,1.6,1.3,1.1,1,1,3.4,1.6,1.7,1.3,1.1,1,1,4.9,2.7,2.4,2,1.7,1.5,1.4,0.04,0.08,0.1,0.2,0.2,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_ATU.mae,1030,30,30,0.663462707077,4.68640776699,0.446980074143,0.582524271845,0.491580123163,0.233009708738,0.787866666667,6.77560087417,0.779482200647,211.633333333,6,8,12,13,14,20.0,26.6666666667,40.0,43.3333333333,46.6666666667,8,12,12,14,14,26.6666666667,40.0,40.0,46.6666666667,46.6666666667,21,13,7.9,4.3,2.3,27,20,8,4.7,2.3,44,30,16,8.7,4.7,20,13,7.9,4.3,2.3,27,20,8,4.6,2.3,44,30,16,8.7,4.6,0.928,0.905,0.778,0.647,0.4,16,2.3,2.2,2.1,1.9,1.9,1.1,29,2.4,2.3,2.1,2,1.9,1.1,33,4.5,3.8,3.3,2.9,2.7,1.9,0.006,0.03,0.06,0.09,0.1,0.2,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_B49.mae,1030,30,30,0.534077656579,4.68640776699,0.338389200358,0.582524271845,0.432214144768,0.233009708738,0.734766666667,5.12951314938,0.727928802589,264.733333333,6,6,8,12,16,20.0,20.0,26.6666666667,40.0,53.3333333333,6,7,8,12,16,20.0,23.3333333333,26.6666666667,40.0,53.3333333333,21,9.8,5.3,4,2.7,20,12,5.3,4,2.7,37,21,10,6.3,4.3,21,9.8,5.3,4,2.7,20,12,5.3,4,2.7,37,21,10,6.3,4.3,0.905,0.842,0.684,0.6,0.455,4.3,3.1,2.7,2.9,1.6,1.2,1,4.8,3.3,2.9,3,1.6,1.2,1,6.8,4.9,4.2,4,2.6,2,1.7,0.03,0.05,0.07,0.1,0.1,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_DRN.mae,1030,30,30,0.878435436416,4.68640776699,0.698296684288,0.582524271845,0.745087418205,0.233009708738,0.906833333333,10.5852137134,0.89498381877,92.6666666667,9,15,20,21,25,30.0,50.0,66.6666666667,70.0,83.3333333333,16,18,21,22,25,53.3333333333,60.0,70.0,73.3333333333,83.3333333333,31,25,13,7,4.2,53,30,14,7.3,4.2,1e+02,60,28,15,8,31,24,13,7,4.2,53,30,14,7.3,4.2,1e+02,60,28,15,8,0.963,0.935,0.867,0.76,0.613,29,27,18,12,5.5,2.3,1.8,2e+02,1.2e+02,37,18,6.4,2.4,1.8,2.6e+02,1.8e+02,69,34,12,4.4,3.3,0.0003,0.0009,0.003,0.007,0.02,0.05,0.09
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_IQB.mae,1030,30,30,0.453410347926,4.68640776699,0.317625850331,0.582524271845,0.415458904507,0.233009708738,0.6817,4.8147694291,0.67640776699,317.8,5,5,8,12,17,16.6666666667,16.6666666667,26.6666666667,40.0,56.6666666667,5,5,8,13,17,16.6666666667,16.6666666667,26.6666666667,43.3333333333,56.6666666667,17,8.2,5.3,4,2.8,17,8.3,5.3,4.3,2.8,32,18,8.2,6.3,4.4,17,8.1,5.2,4,2.8,16,8.2,5.3,4.3,2.8,32,17,8.1,6.2,4.4,0.887,0.786,0.684,0.625,0.478,5.4,2.9,2.8,1.4,1.3,0.94,1,6.2,3.1,3,1.4,1.3,0.94,1,7.3,4.9,4.4,2.4,2.1,1.6,1.5,0.03,0.05,0.07,0.1,0.2,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_L20.mae,1030,30,30,0.528513953108,4.68640776699,0.372061531319,0.582524271845,0.466293178314,0.233009708738,0.778633333333,5.63993919835,0.770517799353,220.866666667,5,7,10,12,17,16.6666666667,23.3333333333,33.3333333333,40.0,56.6666666667,6,7,10,12,18,20.0,23.3333333333,33.3333333333,40.0,60.0,17,11,6.6,4,2.8,20,12,6.7,4,3,37,23,12,7.2,4.6,17,11,6.5,4,2.8,19,11,6.6,4,3,36,22,12,7.2,4.6,0.905,0.842,0.739,0.6,0.5,4.2,3.4,2.9,2.7,2.1,1.4,1.1,4.7,3.6,3.1,2.9,2.2,1.4,1.2,8.1,5.7,4.7,4.2,3.4,2.4,1.9,0.02,0.04,0.06,0.09,0.1,0.2,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_LI8.mae,1030,30,30,0.474074682104,4.68640776699,0.247219684136,0.582524271845,0.304441579924,0.233009708738,0.6034,3.74750915313,0.600388349515,396.1,4,4,6,8,11,13.3333333333,13.3333333333,20.0,26.6666666667,36.6666666667,4,4,6,8,11,13.3333333333,13.3333333333,20.0,26.6666666667,36.6666666667,14,6.5,4,2.7,1.8,13,6.7,4,2.7,1.8,24,13,7.2,4.3,2.8,13,6.3,3.9,2.7,1.8,13,6.4,3.9,2.7,1.8,23,12,7.1,4.3,2.8,0.86,0.739,0.6,0.455,0.294,1.8,1.5,1.3,1.1,1.1,1.1,1,1.8,1.5,1.3,1.1,1.1,1.1,1,2.7,2.2,1.9,1.6,1.5,1.4,1.4,0.07,0.1,0.2,0.2,0.3,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_PP1.mae,1030,30,30,0.568012276201,4.68640776699,0.346582585024,0.582524271845,0.408254209574,0.233009708738,0.705066666667,5.25371354904,0.699093851133,294.433333333,6,7,9,10,15,20.0,23.3333333333,30.0,33.3333333333,50.0,7,8,9,10,15,23.3333333333,26.6666666667,30.0,33.3333333333,50.0,21,11,5.9,3.3,2.5,23,13,6,3.3,2.5,36,23,11,6.2,4,20,11,5.9,3.3,2.5,23,13,6,3.3,2.5,35,23,11,6.2,4,0.918,0.86,0.714,0.538,0.429,3,2.9,2,1.6,1.4,1.4,1.1,3.2,3,2.1,1.6,1.4,1.4,1.1,5.2,4.4,3.3,2.5,2.1,2,1.7,0.03,0.06,0.09,0.1,0.2,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_PP2.mae,1030,30,30,0.507491840774,4.68640776699,0.372407133269,0.582524271845,0.49208865792,0.233009708738,0.826066666667,5.64517804678,0.816569579288,173.433333333,5,6,8,15,18,16.6666666667,20.0,26.6666666667,50.0,60.0,6,7,8,16,18,20.0,23.3333333333,26.6666666667,53.3333333333,60.0,17,9.8,5.3,5,3,20,12,5.3,5.3,3,30,19,10,7.3,5.1,17,9.8,5.3,5,3,20,12,5.3,5.3,3,30,19,10,7.3,5.1,0.905,0.842,0.684,0.684,0.5,5.7,5.5,3.9,2.8,2.5,2.1,1.4,6.7,6.3,4.2,3,2.6,2.2,1.4,8.8,7.9,6.2,4.6,3.9,3.3,2.4,0.02,0.03,0.05,0.07,0.1,0.1,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_PVB.mae,1030,30,30,0.336619382282,4.68640776699,0.346312533285,0.582524271845,0.436722934659,0.233009708738,0.669766666667,5.24961993751,0.664822006472,329.733333333,4,6,10,12,16,13.3333333333,20.0,33.3333333333,40.0,53.3333333333,5,6,10,12,18,16.6666666667,20.0,33.3333333333,40.0,60.0,14,9.8,6.6,4,2.7,17,10,6.7,4,3,17,15,11,7,4.6,13,9.6,6.5,4,2.6,16,9.8,6.6,4,3,16,14,10,7,4.5,0.887,0.818,0.739,0.6,0.5,5.3,3.4,2.9,1.2,1.2,0.96,1,6.1,3.6,3.1,1.2,1.2,0.96,1,8.8,5.8,4.6,2.2,1.9,1.5,1.5,0.02,0.04,0.07,0.1,0.2,0.3,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_STI.mae,1030,30,30,0.182325664815,4.68640776699,0.170867627973,0.582524271845,0.21602707191,0.233009708738,0.4853,2.59011739423,0.48572815534,514.2,1,3,5,5,8,3.33333333333,10.0,16.6666666667,16.6666666667,26.6666666667,1,4,5,5,8,3.33333333333,13.3333333333,16.6666666667,16.6666666667,26.6666666667,3.4,6.5,3.3,1.7,1.3,3.3,6.7,3.3,1.7,1.3,6.1,5.5,4.8,3.1,2.1,n/a,6.5,3.3,1.7,1.3,n/a,6.6,3.3,1.7,1.3,n/a,5.5,4.8,3.1,2.1,0.538,0.739,0.538,0.25,0.143,0.82,0.92,0.94,1,0.92,0.97,1,0.82,0.92,0.94,1,0.92,0.96,1,1.2,1.2,1.1,1.1,1.1,1.1,1,0.2,0.2,0.3,0.3,0.4,0.5,0.5
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_STU.mae,1030,30,30,0.858923086657,4.68640776699,0.616931453075,0.582524271845,0.662547938503,0.233009708738,0.865933333333,9.35182914196,0.855275080906,133.566666667,9,15,15,19,22,30.0,50.0,50.0,63.3333333333,73.3333333333,15,15,17,19,23,50.0,50.0,56.6666666667,63.3333333333,76.6666666667,31,25,9.9,6.3,3.7,50,25,11,6.3,3.8,1.2e+02,61,22,13,6.8,30,24,9.8,6.3,3.7,49,25,11,6.3,3.8,1.2e+02,60,22,13,6.8,0.961,0.923,0.838,0.727,0.586,29,30,7.9,4,2.6,2.4,1.2,2e+02,2.5e+02,10,4.3,2.8,2.5,1.2,2e+02,2.1e+02,19,8.2,5.1,4.3,2.3,0.0007,0.0009,0.009,0.02,0.05,0.08,0.1
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_TAK.mae,1030,30,30,0.446005340519,4.68640776699,0.331225725371,0.582524271845,0.423478162115,0.233009708738,0.702666666667,5.02092475856,0.696763754045,296.833333333,5,5,9,10,17,16.6666666667,16.6666666667,30.0,33.3333333333,56.6666666667,5,7,9,11,17,16.6666666667,23.3333333333,30.0,36.6666666667,56.6666666667,17,8.2,5.9,3.3,2.8,17,12,6,3.7,2.8,30,18,11,6.3,4.1,17,8.1,5.9,3.3,2.8,17,12,6,3.6,2.8,30,18,11,6.3,4.1,0.887,0.842,0.714,0.571,0.478,3.4,2.9,2.6,2.8,1.1,1,1,3.6,3.1,2.8,3,1.1,1,1,5.9,4.5,3.9,3.8,2,1.7,1.6,0.03,0.06,0.08,0.1,0.2,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_UCN.mae,1030,30,30,0.788325271803,4.68640776699,0.529796322281,0.582524271845,0.569367122497,0.233009708738,0.805233333333,8.03098085888,0.796343042071,194.266666667,9,12,13,17,18,30.0,40.0,43.3333333333,56.6666666667,60.0,12,13,13,18,18,40.0,43.3333333333,43.3333333333,60.0,60.0,31,20,8.6,5.7,3,40,22,8.7,6,3,88,49,19,10,5.9,31,19,8.5,5.7,3,40,22,8.6,6,3,87,48,19,10,5.9,0.951,0.912,0.793,0.714,0.5,26,5.9,5.8,2.3,1.9,1.6,1.3,1e+02,6.9,6.8,2.4,2,1.6,1.3,1.4e+02,13,11,4.2,3.3,2.7,2.2,0.001,0.01,0.02,0.06,0.1,0.1,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_SP_VX6.mae,1030,30,30,0.643949040434,4.68640776699,0.442455546272,0.582524271845,0.509627278066,0.233009708738,0.733366666667,6.70701527826,0.726569579288,266.133333333,6,8,13,14,19,20.0,26.6666666667,43.3333333333,46.6666666667,63.3333333333,8,9,13,14,20,26.6666666667,30.0,43.3333333333,46.6666666667,66.6666666667,21,13,8.6,4.7,3.2,27,15,8.7,4.7,3.3,43,27,15,9,5.2,20,13,8.5,4.6,3.2,26,15,8.6,4.6,3.3,42,26,14,8.9,5.2,0.928,0.875,0.793,0.647,0.538,9.2,3.3,3.5,2,1.4,0.99,1,12,3.6,3.7,2,1.4,0.99,1,18,6.6,5.9,3.6,2.5,1.7,1.6,0.01,0.02,0.04,0.07,0.1,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_2BDW.mae,1030,30,30,0.477987065493,4.68640776699,0.267601390953,0.582524271845,0.304983488468,0.233009708738,0.5908,4.05646768927,0.588155339806,408.7,5,6,7,7,11,16.6666666667,20.0,23.3333333333,23.3333333333,36.6666666667,6,6,7,7,11,20.0,20.0,23.3333333333,23.3333333333,36.6666666667,17,9.8,4.6,2.3,1.8,20,10,4.7,2.3,1.8,32,20,9,4.7,2.8,17,9.7,4.6,2.3,1.8,20,9.9,4.6,2.3,1.8,31,19,8.9,4.6,2.8,0.905,0.818,0.647,0.4,0.294,1.7,1.3,1.4,1.3,1,1,1,1.7,1.3,1.4,1.3,1,1,1,2.6,2,1.9,1.7,1.4,1.4,1.3,0.08,0.1,0.2,0.2,0.3,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_2HAK.mae,1030,30,30,0.16082270605,4.68640776699,0.214871989934,0.582524271845,0.331238155236,0.233009708738,0.685133333333,3.25716276863,0.679741100324,314.366666667,2,2,6,9,14,6.66666666667,6.66666666667,20.0,30.0,46.6666666667,2,2,7,10,14,6.66666666667,6.66666666667,23.3333333333,33.3333333333,46.6666666667,6.9,3.3,4,3,2.3,6.7,3.3,4.7,3.3,2.3,8.3,5.7,4.6,4,3.2,6.4,3.1,3.9,2.9,2.3,6.2,3.1,4.5,3.3,2.3,7.8,5.3,4.5,3.9,3.2,0.739,0.538,0.647,0.538,0.4,2.4,2.2,1.9,1.4,1.2,1.3,1.2,2.5,2.3,1.9,1.4,1.3,1.3,1.2,3.4,3.1,2.7,2.1,1.9,1.8,1.7,0.06,0.09,0.1,0.2,0.2,0.3,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_2QNJ.mae,1030,30,30,0.329043803396,4.68640776699,0.307042805964,0.582524271845,0.407841421114,0.233009708738,0.704066666667,4.65434508756,0.698122977346,295.433333333,3,5,8,12,16,10.0,16.6666666667,26.6666666667,40.0,53.3333333333,4,5,9,12,16,13.3333333333,16.6666666667,30.0,40.0,53.3333333333,10,8.2,5.3,4,2.7,13,8.3,6,4,2.7,17,13,8.4,6.3,4.2,10,8,5.2,4,2.7,13,8.2,5.9,4,2.7,16,13,8.3,6.2,4.2,0.86,0.786,0.714,0.6,0.455,4.4,3.1,2.3,1.7,1.6,0.98,1,4.9,3.3,2.4,1.7,1.6,0.98,1,6.8,4.9,3.7,2.8,2.4,1.7,1.6,0.03,0.05,0.08,0.1,0.2,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_3FE3.mae,1030,30,30,0.44585626489,4.68640776699,0.372974590418,0.582524271845,0.438290880881,0.233009708738,0.667,5.65377991371,0.66213592233,332.5,4,5,11,14,15,13.3333333333,16.6666666667,36.6666666667,46.6666666667,50.0,4,7,12,14,15,13.3333333333,23.3333333333,40.0,46.6666666667,50.0,14,8.2,7.3,4.7,2.5,13,12,8,4.7,2.5,26,16,12,7.9,4.7,13,8,7.2,4.7,2.5,13,11,8,4.7,2.5,25,16,12,7.9,4.7,0.86,0.842,0.778,0.647,0.429,7.4,3.2,1.6,1.6,1.1,1.1,1,9.1,3.4,1.6,1.6,1.1,1.1,1,12,6,2.8,2.5,1.7,1.6,1.5,0.02,0.03,0.08,0.1,0.2,0.3,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_3I79.mae,1030,30,30,0.232808803725,4.68640776699,0.154742033255,0.582524271845,0.201803880087,0.233009708738,0.543366666667,2.34567564147,0.542103559871,456.133333333,3,3,4,4,7,10.0,10.0,13.3333333333,13.3333333333,23.3333333333,3,3,4,5,7,10.0,10.0,13.3333333333,16.6666666667,23.3333333333,10,4.9,2.6,1.3,1.2,10,5,2.7,1.7,1.2,10,8.1,4.8,2.6,1.8,10,4.7,2.6,1.3,1.1,9.7,4.8,2.6,1.6,1.1,10,7.8,4.6,2.5,1.7,0.818,0.667,0.455,0.25,0.0769,1.1,1,1.2,1.1,1.2,1.2,1,1.1,1,1.2,1.1,1.2,1.2,1,1.4,1.3,1.3,1.2,1.2,1.2,1.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_3KK8.mae,1030,30,30,0.530081130874,4.68640776699,0.415960355718,0.582524271845,0.478874265292,0.233009708738,0.760066666667,6.30538476903,0.752491909385,239.433333333,5,8,12,13,16,16.6666666667,26.6666666667,40.0,43.3333333333,53.3333333333,7,10,12,13,17,23.3333333333,33.3333333333,40.0,43.3333333333,56.6666666667,17,13,7.9,4.3,2.7,23,17,8,4.3,2.8,35,26,15,8.6,4.7,16,13,7.9,4.3,2.7,23,17,7.9,4.3,2.8,34,26,15,8.6,4.7,0.918,0.887,0.778,0.625,0.478,8.4,3,2.6,1.9,1.8,1.4,1.2,11,3.1,2.8,2,1.8,1.5,1.2,18,5.7,4.5,3.3,2.8,2.3,2,0.01,0.03,0.06,0.09,0.1,0.2,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_3KK9.mae,1030,30,30,0.700802077076,4.68640776699,0.482641406985,0.582524271845,0.533266233086,0.233009708738,0.8204,7.31617744561,0.811067961165,179.1,8,9,14,15,16,26.6666666667,30.0,46.6666666667,50.0,53.3333333333,9,10,14,15,16,30.0,33.3333333333,46.6666666667,50.0,53.3333333333,27,15,9.2,5,2.7,30,17,9.3,5,2.7,63,34,17,9.9,5.3,27,14,9.2,5,2.7,29,17,9.3,5,2.7,62,34,17,9.9,5.3,0.935,0.887,0.806,0.667,0.455,13,7.2,2.3,2.2,2.3,2.1,1.5,20,8.8,2.4,2.2,2.4,2.1,1.5,32,16,4.4,3.6,3.5,3.1,2.4,0.005,0.01,0.04,0.08,0.1,0.1,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_537.mae,1030,30,30,0.461280513173,4.68640776699,0.317723862528,0.582524271845,0.346578153566,0.233009708738,0.5516,4.81625515869,0.550097087379,447.9,5,7,9,10,11,16.6666666667,23.3333333333,30.0,33.3333333333,36.6666666667,6,7,9,10,11,20.0,23.3333333333,30.0,33.3333333333,36.6666666667,17,11,5.9,3.3,1.8,20,12,6,3.3,1.8,31,21,11,6.1,3.5,17,11,5.8,3.3,1.8,19,11,5.9,3.3,1.8,30,21,10,6,3.5,0.905,0.842,0.714,0.538,0.294,1.8,1.2,1,0.95,0.98,0.95,1,1.8,1.2,1,0.95,0.98,0.95,1,3.2,1.9,1.5,1.4,1.3,1.2,1.2,0.04,0.1,0.2,0.3,0.3,0.4,0.4
